    533 100.20.106.115,100.20.106,1
    564 100.20.114.4,100.20.114,1
    526 100.20.137.33,100.20.137,1
    464 100.20.150.84,100.20.150,1
    557 100.20.16.146,100.20.16,1
    516 100.20.178.53,100.20.178,1
    493 100.20.19.110,100.20.19,1
    263 100.20.20.134,100.20.20,2
    258 100.20.20.14,100.20.20,2
    485 100.20.250.144,100.20.250,1
    506 100.20.255.190,100.20.255,1
    486 100.20.31.242,100.20.31,1
    482 100.20.97.45,100.20.97,1
    541 100.20.99.39,100.20.99,1
    510 100.21.108.206,100.21.108,1
    475 100.21.111.164,100.21.111,1
    489 100.21.114.38,100.21.114,1
    472 100.21.115.24,100.21.115,1
    527 100.21.12.112,100.21.12,1
    522 100.21.123.254,100.21.123,1
    534 100.21.13.200,100.21.13,1
    535 100.21.137.137,100.21.137,1
    508 100.21.150.88,100.21.150,1
    496 100.21.151.192,100.21.151,1
    528 100.21.154.195,100.21.154,1
    494 100.21.156.14,100.21.156,1
    494 100.21.165.109,100.21.165,1
    520 100.21.180.17,100.21.180,1
    548 100.21.192.215,100.21.192,1
    249 100.21.196.12,100.21.196,2
    259 100.21.196.34,100.21.196,2
    504 100.21.197.80,100.21.197,1
    551 100.21.214.126,100.21.214,1
    508 100.21.221.105,100.21.221,1
    522 100.21.234.177,100.21.234,1
    493 100.21.235.228,100.21.235,1
    514 100.21.237.110,100.21.237,1
    512 100.21.241.20,100.21.241,1
    482 100.21.252.230,100.21.252,1
    520 100.21.255.121,100.21.255,1
    480 100.21.64.202,100.21.64,1
    515 100.21.8.112,100.21.8,1
    499 100.21.89.53,100.21.89,1
    504 100.21.90.39,100.21.90,1
    516 100.21.98.212,100.21.98,1
    494 100.22.2.255,100.22.2,1
    486 100.22.6.76,100.22.6,1
    251 100.22.9.228,100.22.9,2
    265 100.22.9.242,100.22.9,2
    536 100.24.106.120,100.24.106,1
    480 100.24.11.111,100.24.11,1
    514 100.24.116.81,100.24.116,1
    255 100.24.120.147,100.24.120,2
    240 100.24.120.177,100.24.120,2
    527 100.24.124.81,100.24.124,1
    461 100.24.125.212,100.24.125,1
    521 100.24.129.41,100.24.129,1
    490 100.24.51.187,100.24.51,1
    550 100.24.98.136,100.24.98,1
    514 100.25.64.34,100.25.64,1
    494 100.25.66.134,100.25.66,1
    462 100.26.116.216,100.26.116,1
    491 100.27.17.189,100.27.17,1
    479 100.27.34.191,100.27.34,1
    485 100.27.40.215,100.27.40,1
    507 101.200.74.0,101.200.74,1
    523 103.127.246.11,103.127.246,1
    500 103.219.22.17,103.219.22,1
    516 103.29.69.166,103.29.69,1
    505 103.40.27.46,103.40.27,1
    512 103.43.75.243,103.43.75,1
    517 104.1.241.44,104.1.241,1
    467 104.156.230.126,104.156.230,1
    498 104.156.255.216,104.156.255,1
     13 104.161.79.170,104.161.79,28
     15 104.161.79.172,104.161.79,28
     18 104.161.79.173,104.161.79,28
     18 104.161.79.180,104.161.79,28
     17 104.161.79.181,104.161.79,28
     17 104.161.79.182,104.161.79,28
     19 104.161.79.191,104.161.79,28
     18 104.161.79.192,104.161.79,28
     11 104.161.79.193,104.161.79,28
     15 104.161.79.194,104.161.79,28
     25 104.161.79.195,104.161.79,28
     17 104.161.79.199,104.161.79,28
     21 104.161.79.201,104.161.79,28
     24 104.161.79.202,104.161.79,28
     20 104.161.79.205,104.161.79,28
      8 104.161.79.206,104.161.79,28
     17 104.161.79.208,104.161.79,28
     11 104.161.79.211,104.161.79,28
     25 104.161.79.213,104.161.79,28
     21 104.161.79.214,104.161.79,28
     17 104.161.79.216,104.161.79,28
      8 104.161.79.22,104.161.79,28
     15 104.161.79.223,104.161.79,28
     18 104.161.79.225,104.161.79,28
     19 104.161.79.227,104.161.79,28
     17 104.161.79.228,104.161.79,28
     28 104.161.79.230,104.161.79,28
     16 104.161.79.231,104.161.79,28
    491 104.168.43.149,104.168.43,1
    458 104.192.6.141,104.192.6,1
    502 104.196.19.186,104.196.19,1
    497 104.196.5.175,104.196.5,1
    461 104.197.128.65,104.197.128,1
    482 104.197.163.151,104.197.163,1
    511 104.197.171.139,104.197.171,1
    516 104.197.45.62,104.197.45,1
    477 104.198.143.212,104.198.143,1
    491 104.198.221.48,104.198.221,1
    235 104.207.133.190,104.207.133,2
    291 104.207.133.247,104.207.133,2
    507 104.219.41.220,104.219.41,1
    268 104.219.42.118,104.219.42,2
    256 104.219.42.30,104.219.42,2
    505 104.237.136.189,104.237.136,1
    491 104.238.131.166,104.238.131,1
    475 104.244.76.128,104.244.76,1
    520 104.248.120.135,104.248.120,1
    501 104.248.122.139,104.248.122,1
    479 104.248.133.154,104.248.133,1
    476 104.248.135.138,104.248.135,1
    532 104.248.139.159,104.248.139,1
    517 104.248.141.180,104.248.141,1
    519 104.248.14.173,104.248.14,1
    492 104.248.165.249,104.248.165,1
    233 104.248.169.118,104.248.169,2
    228 104.248.169.162,104.248.169,2
    501 104.248.202.75,104.248.202,1
    539 104.248.206.231,104.248.206,1
    474 104.248.215.31,104.248.215,1
    502 104.248.230.110,104.248.230,1
    519 104.248.23.154,104.248.23,1
    485 104.248.236.210,104.248.236,1
    520 104.248.237.61,104.248.237,1
    496 104.248.238.62,104.248.238,1
    523 104.248.239.147,104.248.239,1
    530 104.248.243.251,104.248.243,1
    505 104.248.244.84,104.248.244,1
    443 104.248.246.7,104.248.246,1
    500 104.248.255.154,104.248.255,1
    563 104.248.27.221,104.248.27,1
    542 104.248.33.24,104.248.33,1
    557 104.248.39.57,104.248.39,1
    514 104.248.50.97,104.248.50,1
    499 104.248.53.35,104.248.53,1
    485 104.248.55.155,104.248.55,1
    548 104.248.65.246,104.248.65,1
    532 104.248.66.134,104.248.66,1
    522 104.248.74.233,104.248.74,1
    241 104.248.76.113,104.248.76,2
    242 104.248.76.96,104.248.76,2
    504 104.248.79.19,104.248.79,1
    514 104.248.82.88,104.248.82,1
    500 104.248.85.141,104.248.85,1
    493 104.248.9.121,104.248.9,1
    515 104.248.93.156,104.248.93,1
    490 104.248.94.126,104.248.94,1
    256 104.254.245.160,104.254.245,2
    243 104.254.245.198,104.254.245,2
