0,True,18.221.20,1
1,True,34.236.163,1
2,True,35.161.117,1
3,True,106.13.68,1
4,True,3.96.13,1
5,True,108.129.17,1
6,True,3.95.4,1
7,True,54.85.206,1
8,True,3.213.11,1
9,True,45.40.250,1
10,True,35.183.139,2
11,True,3.21.188,1
12,True,70.35.199,1
13,True,54.171.58,1
14,True,44.224.62,1
15,True,159.65.46,1
16,True,13.59.22,1
17,True,106.13.216,1
18,True,85.217.171,1
19,True,88.99.126,1
20,True,54.82.106,1
21,True,13.52.234,2
22,True,3.137.63,1
23,True,44.225.84,1
24,True,149.28.215,1
25,True,82.165.72,2
26,True,3.17.16,1
27,True,54.72.0,1
28,True,52.60.208,3
29,True,34.248.245,1
30,True,100.24.120,2
31,True,18.206.132,1
32,True,116.203.109,3
33,True,116.203.158,4
34,True,116.203.38,2
35,True,34.210.39,1
36,True,47.56.173,1
37,True,18.203.184,1
2786a94e9c51f1ea31004a58c66c560a6f13534fb35ef02b658cc51f3bad0a08 DIVERGE
38,False,34.74.217,1
39,True,99.81.132,1
40,True,3.91.14,1
41,True,54.219.186,1
d93aeee849b3c172d8be70dee4bc44896cc817f3e488f5da5793249a264b6748 DIVERGE
42,False,15.223.56,1
43,True,3.22.165,1
44,True,157.245.231,1
45,True,52.214.110,1
46,True,52.209.210,1
47,True,35.182.131,1
48,True,78.47.140,1
49,True,49.12.0,5
50,True,34.125.136,1
51,True,18.216.222,1
52,True,34.214.90,1
53,True,15.223.76,1
54,True,49.12.103,1
55,True,47.56.92,1
56,True,217.160.67,7
57,True,52.214.193,1
58,True,173.249.26,1
59,True,44.228.173,1
60,True,82.165.162,1
61,True,63.35.62,1
62,True,54.229.175,1
63,True,82.165.120,3
64,True,99.80.172,1
65,True,18.203.129,1
66,True,52.49.235,1
67,True,35.164.187,1
68,True,79.137.56,1
69,True,116.203.189,2
70,True,3.22.8,1
71,True,44.227.20,1
72,True,3.218.72,1
73,True,34.233.141,1
74,True,95.217.16,1
75,True,161.35.15,1
76,True,54.89.151,1
77,True,54.246.159,1
78,True,51.161.48,191
79,True,45.76.70,1
80,True,99.80.28,1
81,True,44.225.14,1
82,True,212.227.201,2
83,True,3.23.174,1
84,True,3.88.108,1
85,True,82.165.21,1
86,True,13.56.22,1
87,True,54.183.18,1
88,True,70.35.207,1
89,True,3.224.106,1
90,True,144.202.96,1
91,True,165.22.228,1
92,True,15.222.73,9
93,True,3.132.140,1
94,True,85.214.128,1
95,True,35.174.61,1
96,True,44.229.240,1
97,True,44.228.177,1
98,True,207.148.31,2
99,True,34.72.95,1
100,True,51.75.98,16
