0,True,146.148.55,1
1,True,192.81.214,1
2,True,100.27.40,1
3,True,84.22.103,1
4,True,34.207.144,1
5,True,50.3.82,1
6,True,66.175.238,1
7,True,34.72.29,1
8,True,62.151.180,1
9,True,217.182.6,1
10,True,3.212.185,1
11,True,78.46.151,2
12,True,207.154.194,1
13,True,134.122.116,1
14,True,147.135.43,62
15,True,88.198.197,1
16,True,180.153.57,2
17,True,58.210.135,1
18,True,206.189.62,1
19,True,5.45.107,1
20,True,37.187.90,1
21,True,54.174.202,1
22,True,157.245.11,1
23,True,213.32.17,2
24,True,161.35.15,1
25,True,134.209.6,1
26,True,193.70.86,2
27,True,145.239.227,1
28,True,202.97.251,9
29,True,185.232.16,256
30,True,58.210.135,1
31,True,101.200.74,1
32,True,145.239.2,1
33,True,3.248.6,1
34,True,8.209.252,1
35,True,5.45.107,1
36,True,148.251.122,1
37,True,198.71.63,3
38,True,136.243.231,5
39,True,81.95.5,3
40,True,116.202.8,3
41,True,146.148.74,1
42,True,40.114.7,1
43,True,151.80.4,1
44,True,165.22.230,1
45,True,184.169.250,1
46,True,188.40.183,16
47,True,107.175.254,3
48,True,15.222.232,3
49,True,91.134.25,1
50,True,204.48.23,1
81f1d9818c9b155106772111cdce1b56d27c8166955cd80e70e544fb8b6ec2d9 DIVERGE
81f1d9818c9b155106772111cdce1b56d27c8166955cd80e70e544fb8b6ec2d9 DIVERGE
51,False,199.247.3,1
52,True,205.185.127,2
53,True,80.255.2,9
54,True,155.138.237,2
55,True,81.90.189,1
56,True,3.133.255,1
57,True,167.172.128,1
58,True,83.166.150,1
59,True,147.135.43,62
60,True,154.201.3,1
61,True,174.138.54,1
62,True,94.176.235,1
63,True,78.46.151,2
64,True,178.62.217,1
65,True,84.22.103,1
66,True,91.121.232,2
67,True,76.120.88,1
68,True,145.239.2,1
69,True,157.230.140,1
70,True,76.120.88,1
71,True,162.255.87,1
72,True,205.185.113,2
73,True,13.77.140,1
74,True,31.7.188,1
75,True,63.34.0,1
76,True,163.172.130,1
77,True,111.231.63,1
78,True,194.124.32,1
79,True,202.97.251,9
80,True,123.57.105,1
81,True,146.148.74,1
82,True,182.61.149,1
83,True,37.59.249,1
84,True,194.87.232,1
85,True,23.106.160,1
86,True,94.16.120,1
87,True,204.152.210,1
88,True,85.217.171,1
89,True,15.223.7,2
90,True,85.214.128,1
91,True,158.69.8,32
92,True,51.178.182,1
93,True,84.22.103,1
94,True,119.23.254,1
95,True,37.120.189,1
96,True,52.45.80,1
97,True,142.4.192,4
98,True,204.152.210,1
99,True,122.51.83,1
100,True,144.217.31,4
101,True,137.220.34,1
102,True,68.232.175,1
103,True,88.214.10,1
104,True,184.169.193,1
105,True,138.68.19,1
106,True,118.126.109,1
107,True,96.126.120,1
108,True,104.254.245,2
109,True,121.40.163,1
110,True,122.51.83,1
c6766a9109ed6b492279e117014de4018b1ca0555dac70f2865debebb3758cd6 DIVERGE
c6766a9109ed6b492279e117014de4018b1ca0555dac70f2865debebb3758cd6 DIVERGE
111,False,62.151.183,1
112,True,66.79.188,1
113,True,146.148.74,1
114,True,80.240.19,1
115,True,159.69.1,1
116,True,198.199.68,1
117,True,78.47.10,1
118,True,58.210.135,1
119,True,194.135.95,1
120,True,44.224.251,1
121,True,62.151.180,1
122,True,157.230.140,1
123,True,207.246.121,1
124,True,130.211.213,1
125,True,35.197.88,1
126,True,89.47.160,1
127,True,3.231.237,1
128,True,161.35.15,1
129,True,52.31.242,1
130,True,140.82.61,1
131,True,82.64.86,1
132,True,157.230.5,1
133,True,15.222.232,3
134,True,209.97.182,1
135,True,54.228.213,1
136,True,142.93.5,1
137,True,36.111.149,5
138,True,122.51.83,1
139,True,217.160.11,3
8f9250504d2ac8c0fced9d15561a9eb4556727e88a00f465b28696da7d00c0af DIVERGE
8f9250504d2ac8c0fced9d15561a9eb4556727e88a00f465b28696da7d00c0af DIVERGE
140,False,103.43.75,1
141,True,88.198.197,1
142,True,121.40.163,1
143,True,140.82.61,1
144,True,163.172.130,1
145,True,168.235.111,2
146,True,34.212.253,1
147,True,50.17.49,1
148,True,193.160.96,65
149,True,63.32.241,1
150,True,54.80.108,1
151,True,116.202.177,9
152,True,99.81.1,1
153,True,52.19.8,1
154,True,209.246.143,1
155,True,149.248.53,1
156,True,3.96.0,1
157,True,94.130.228,1
158,True,107.150.7,2
159,True,54.244.128,1
160,True,47.254.67,1
161,True,100.20.16,1
162,True,49.51.153,1
163,True,3.214.237,1
164,True,46.232.249,1
165,True,180.153.57,2
ba6854aa61b7955b5f35a02d81e6dfd83e013cbcd73ef35c8295ddc358640fee DIVERGE
166,False,184.169.193,1
167,True,78.141.222,1
168,True,173.208.207,1
169,True,95.111.244,1
170,True,118.24.181,1
171,True,116.202.177,9
172,True,94.191.110,1
173,True,37.252.187,1
174,True,52.55.158,1
175,True,147.135.43,62
176,True,15.223.141,1
177,True,77.68.27,3
178,True,88.214.10,1
179,True,146.148.74,1
180,True,130.211.213,1
181,True,180.153.57,2
182,True,23.23.231,1
183,True,123.57.105,1
184,True,154.81.2,6
185,True,184.169.250,1
186,True,163.172.222,1
187,True,51.255.214,1
188,True,106.13.223,13
189,True,204.152.210,1
190,True,188.165.251,1
191,True,78.141.219,1
192,True,134.122.8,1
193,True,144.76.241,32
194,True,135.181.35,1
195,True,218.78.79,1
196,True,106.13.4,1
197,True,213.32.63,1
198,True,101.200.74,1
2173a680affac0cd49ea25b28289c00af90d9c77bec910e25f4ecdc649ed81e0 DIVERGE
2173a680affac0cd49ea25b28289c00af90d9c77bec910e25f4ecdc649ed81e0 DIVERGE
199,False,106.12.26,1
200,True,140.82.4,1
201,True,44.228.6,1
202,True,136.243.231,5
203,True,44.233.244,1
f070a05a8ce093fc915ddca7670a6316e6fc8ee1eebb880695fdf5b12fadeb31 DIVERGE
f070a05a8ce093fc915ddca7670a6316e6fc8ee1eebb880695fdf5b12fadeb31 DIVERGE
204,False,216.250.126,1
205,True,165.227.212,1
c24a584ad7f4b44ae4af433a096237ea2871fd65ca084e211b27eb055d971769 DIVERGE
206,False,101.200.74,1
207,True,207.246.121,1
208,True,15.222.0,2
209,True,99.80.13,1
210,True,128.199.35,2
211,True,51.81.17,2
212,True,87.106.195,2
213,True,91.121.232,2
214,True,51.79.4,32
215,True,89.40.8,1
216,True,104.1.241,1
217,True,37.252.187,1
218,True,140.82.4,1
99c3261f4eafebb06fc297ad86624458849a3601a1cd7312664f3bf991213f57 DIVERGE
99c3261f4eafebb06fc297ad86624458849a3601a1cd7312664f3bf991213f57 DIVERGE
219,False,106.13.223,13
220,True,87.98.246,1
221,True,218.78.79,1
222,True,198.50.237,4
223,True,199.247.3,1
224,True,108.175.11,2
225,True,101.200.74,1
226,True,108.175.11,2
227,True,165.22.230,1
228,True,207.180.243,1
229,True,77.68.16,1
230,True,130.211.213,1
231,True,54.219.116,1
232,True,136.243.82,1
9772d07c45b3c310382b016a73df70ccce810ef9d63a690c3721cb96e9a07f96 DIVERGE
233,False,63.33.236,1
234,True,162.255.84,3
235,True,122.51.82,1
236,True,217.69.9,1
237,True,62.151.180,1
238,True,74.208.252,3
239,True,213.218.141,1
240,True,139.99.168,1
241,True,185.203.119,1
242,True,82.64.86,1
243,True,3.18.240,1
244,True,3.221.125,1
245,True,155.138.237,2
246,True,149.202.3,13
247,True,207.246.121,1
248,True,111.229.142,1
249,True,40.114.7,1
250,True,184.169.193,1
251,True,116.202.8,3
252,True,119.23.254,1
253,True,123.57.105,1
254,True,78.46.239,1
255,True,111.229.142,1
256,True,118.126.109,1
257,True,165.227.212,1
cd14fd6009e786b2b31a25b3cbe9ab0d037cf2a28661e916e6a3f59e872762f7 DIVERGE
cd14fd6009e786b2b31a25b3cbe9ab0d037cf2a28661e916e6a3f59e872762f7 DIVERGE
258,False,217.160.254,1
259,True,204.48.17,1
260,True,111.229.142,1
261,True,85.214.87,1
262,True,3.211.58,1
263,True,47.254.193,1
264,True,195.128.102,1
265,True,145.239.2,1
266,True,96.126.120,1
267,True,106.12.26,1
268,True,83.166.150,1
269,True,163.172.222,1
270,True,47.245.13,1
271,True,151.80.4,1
272,True,206.81.1,1
273,True,205.185.127,2
274,True,167.88.114,1
275,True,205.185.113,2
276,True,151.80.232,1
277,True,63.34.0,1
278,True,180.76.100,1
d2c5f879ba14d7413d28811fa8544c4875a16e66811d7cb69101e9c35c491215 DIVERGE
279,False,18.217.9,1
280,True,206.189.62,1
281,True,193.111.199,1
282,True,18.236.2,2
283,True,195.181.245,1
284,True,216.126.231,2
285,True,136.243.231,5
286,True,128.1.49,1
287,True,174.138.54,1
288,True,207.154.194,1
289,True,62.151.180,1
290,True,139.99.168,1
1f3577edc85af89486c82ec05b12c6ac6ef4daac21223128296bf0c37da570ff DIVERGE
1f3577edc85af89486c82ec05b12c6ac6ef4daac21223128296bf0c37da570ff DIVERGE
291,False,13.56.192,1
292,True,52.34.75,1
293,True,185.45.113,1
294,True,64.227.8,1
295,True,15.222.232,3
296,True,51.81.239,13
297,True,188.68.59,1
298,True,136.244.111,1
299,True,13.77.140,1
300,True,68.183.2,2
301,True,151.80.4,1
302,True,3.0.84,1
303,True,64.225.3,1
304,True,159.203.2,1
305,True,83.166.150,1
306,True,182.61.149,1
307,True,188.40.183,16
308,True,148.251.122,1
309,True,140.82.61,1
310,True,176.158.29,1
311,True,96.126.120,1
312,True,107.23.234,1
313,True,58.210.135,1
314,True,148.163.76,12
315,True,15.222.232,3
316,True,155.94.201,1
317,True,66.70.130,64
318,True,144.76.241,32
319,True,78.46.239,1
320,True,118.126.109,1
321,True,92.222.86,2
322,True,35.223.246,1
323,True,217.163.30,1
324,True,63.141.247,1
325,True,49.51.153,1
326,True,77.68.27,3
327,True,206.81.25,1
328,True,119.23.254,1
329,True,217.69.4,1
330,True,68.183.233,1
331,True,46.161.12,168
332,True,96.30.197,2
333,True,87.98.178,1
334,True,47.56.252,1
335,True,8.210.7,1
336,True,63.34.241,1
337,True,213.218.141,1
338,True,155.138.128,1
339,True,66.70.130,64
340,True,164.132.3,1
341,True,195.181.245,1
342,True,99.80.250,1
343,True,194.124.32,1
344,True,74.208.18,3
345,True,8.209.93,1
346,True,54.66.220,1
347,True,195.62.53,1
348,True,213.136.85,1
349,True,37.252.187,1
350,True,123.57.105,1
351,True,204.48.17,1
352,True,103.43.75,1
353,True,45.155.164,256
e089ef1d8bee5365f4737ac1bbcfc0a8d72356362ddf07d008e381bddec2e477 DIVERGE
e089ef1d8bee5365f4737ac1bbcfc0a8d72356362ddf07d008e381bddec2e477 DIVERGE
354,False,83.166.150,1
355,True,79.137.81,5
356,True,88.214.10,1
357,True,96.30.197,2
358,True,37.71.95,1
359,True,146.148.74,1
360,True,122.51.83,1
361,True,58.210.135,1
362,True,81.95.5,3
363,True,99.80.250,1
364,True,91.241.32,1
365,True,202.97.251,9
366,True,195.62.53,1
367,True,49.12.0,5
368,True,206.189.62,1
ae65b7d6a2b284cd04d5dadb28a201935418078e5f5de4e4643e3f3c98aaef85 DIVERGE
369,False,184.73.58,1
370,True,134.209.6,1
371,True,185.52.0,5
372,True,92.222.22,1
373,True,74.208.18,3
374,True,106.13.4,1
375,True,149.202.3,13
376,True,213.136.85,1
377,True,96.30.197,2
07f6648c391f56d8ecdbdaf1533657cbeef2f90bee5ca5e5eb176d7c3a4d81ea DIVERGE
378,False,76.120.88,1
379,True,218.78.79,1
380,True,144.217.254,1
381,True,128.199.94,1
382,True,83.166.150,1
383,True,108.61.84,1
384,True,163.172.130,1
385,True,138.197.169,1
386,True,107.161.22,2
7d6401c86b612fb367ddce3cd1c265f3b1113db36df1582d45446c9e77bde61d DIVERGE
7d6401c86b612fb367ddce3cd1c265f3b1113db36df1582d45446c9e77bde61d DIVERGE
387,False,198.71.63,3
388,True,118.24.245,1
389,True,87.98.246,1
390,True,81.95.5,3
391,True,147.135.239,1
392,True,66.42.127,3
393,True,134.122.8,1
394,True,91.220.202,7
395,True,23.22.26,1
396,True,101.200.74,1
397,True,173.82.238,1
398,True,205.185.127,2
399,True,139.99.61,1
400,True,76.120.88,1
401,True,49.12.111,5
402,True,92.222.22,1
403,True,89.40.8,1
404,True,35.238.134,1
405,True,31.7.188,1
406,True,62.246.56,1
407,True,168.235.111,2
408,True,173.212.252,1
409,True,161.35.126,2
410,True,77.68.27,3
411,True,81.95.13,1
412,True,162.255.87,1
413,True,159.65.252,1
414,True,5.181.51,6
415,True,91.121.232,2
416,True,87.106.126,1
417,True,218.78.79,1
418,True,87.106.195,2
419,True,82.223.196,2
420,True,130.211.213,1
421,True,212.47.249,1
422,True,168.235.65,1
423,True,158.69.8,32
424,True,121.40.163,1
425,True,152.32.139,1
a77c9da623868511d2bc1e4ad13d1dfe82e2b2ae1d3e2d25d38381adfd83b61f DIVERGE
a77c9da623868511d2bc1e4ad13d1dfe82e2b2ae1d3e2d25d38381adfd83b61f DIVERGE
426,False,140.82.61,1
427,True,31.7.188,1
428,True,155.138.237,2
429,True,122.51.82,1
430,True,122.51.82,1
26cee2d73102a67ecca4e892ae9d23fdc9d160e0bf10638329ddffc99f6484dd DIVERGE
26cee2d73102a67ecca4e892ae9d23fdc9d160e0bf10638329ddffc99f6484dd DIVERGE
431,False,13.59.196,1
432,True,217.76.159,3
433,True,108.129.68,1
434,True,176.158.29,1
435,True,188.166.138,1
